[2026-03-22T16:55:44.405+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-22T16:55:44.421+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-03-22T16:55:49.572+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:55546 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.591+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56056 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.600+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56132 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.616+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56354 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.618+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56432 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.629+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56988 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.631+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57091 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.636+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57358 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.638+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57434 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.657+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58345 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.658+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58406 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.663+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58686 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.666+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58746 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.680+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:59712 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.682+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:59769 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.699+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60031 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.706+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60092 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.725+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60579 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.729+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60644 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.729+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60688 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.730+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60743 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.737+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61069 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.738+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61134 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.738+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61178 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.740+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61233 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.746+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61621 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.748+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61682 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.751+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61785 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.754+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61884 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61955 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.758+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62044 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.759+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62140 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.762+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62242 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.763+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62313 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.767+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62404 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.771+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62640 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.772+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62742 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.772+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62813 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.774+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62904 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.776+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63213 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.777+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63315 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.778+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63386 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.779+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63473 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.782+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63827 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.783+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63888 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.786+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:64318 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.787+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:64356 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.798+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:65278 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.799+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:65338 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.823+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:66505 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.824+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:66574 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.839+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67257 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.839+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67349 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.840+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67617 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.842+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67690 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.843+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67896 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.848+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67978 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.852+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68160 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.858+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68221 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.873+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68640 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.888+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68721 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.890+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68778 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.894+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68867 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.915+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69498 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.917+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69595 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.918+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69737 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.919+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69788 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.921+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70246 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.922+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70307 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.923+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70563 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.924+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70622 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.926+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:71055 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.927+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:71116 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.150+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:175 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.150+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:222 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.152+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1130 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.152+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1223 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.152+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1246 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.153+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1374 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.153+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1407 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.153+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1463 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.153+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1651 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.154+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1718 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.154+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1993 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.155+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2078 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.155+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2375 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.155+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2436 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.157+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:3953 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.157+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4056 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.158+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4087 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.158+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4146 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.158+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4185 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.159+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4235 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.160+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5169 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.160+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5225 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.160+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5262 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.160+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5318 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.162+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6368 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.162+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6428 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.162+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6469 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.163+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6519 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.163+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6954 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.163+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7027 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.164+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7198 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.164+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7264 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.164+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7309 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.165+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7371 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.165+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8153 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.166+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8213 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.166+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8253 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.166+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8299 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.167+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:9388 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.168+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:9444 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.169+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10445 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.169+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10501 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.169+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10538 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.170+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10593 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.170+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10836 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.171+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10892 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.171+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10929 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.171+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10985 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.172+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11144 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.172+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11195 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.172+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11333 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.173+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11390 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.173+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12213 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.174+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12296 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:50.174+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12352 SyntaxWarning: invalid escape sequence '\d'
